SITE_ID,COLUMN_NAME,INSTRUMENT_ID,START_DATETIME,END_DATETIME,INSTALLATION_HEIGHT,INSTANCE,SERIAL_NUMBER,COMMENTS
STIPS,AWS,METPAK,2014-11-06 15:00:00,2019-09-20 00:00:00,,1,14040025,Recoverd for cal
STIPS,IMKO2,IMKO,2014-11-06 15:00:00,2016-03-08 13:30:00,,1,35896,Removed due to flooded access tube
STIPS,IMKO3,IMKO,2014-11-06 15:00:00,2016-03-08 13:30:00,,1,35897,Removed due to flooded access tube
STIPS,STP,STP,2014-11-06 15:00:00,,,1,2237,
STIPS,IMKO1,IMKO,2014-11-06 15:00:00,2016-03-08 13:30:00,,1,35895,Removed due to flooded access tube
STIPS,TDT2,TDT,2014-11-06 15:00:00,,,1,6501105,
STIPS,TDT1,TDT,2014-11-06 15:00:00,,,1,6501121,
STIPS,AWS_ANEM,WIND_ANEM,2014-11-06 15:00:00,2018-07-12 11:30:00,2.6,1,140403,
TADHM,TDT1,TDT,2014-10-14 12:00:00,,,1,6501035,
TADHM,TDT2,TDT,2014-10-14 12:00:00,2016-08-27 17:00:00,,1,6501002,TDT faulty - unplugged
TADHM,HFP2,HFP01SC,2014-10-14 12:00:00,,,1,3231,
TADHM,IMKO1,IMKO,2014-10-14 12:00:00,2015-11-11 09:30:00,,1,36367,Removed due to flooded access tube
TADHM,PLUVIO,PLUVIO2,2014-10-14 12:00:00,,,1,342246,Installed on raised plinth due to likelihood of flooding.Base plate 101cm above ground.
TADHM,CRNS,CRNS_2000,2014-10-14 12:00:00,,,1,HI-TC02-2039,Installed higher than standard installation due to likelihood of flooding. Base of tube 105cm above ground - mid-point 112cm above ground.
TADHM,HFP1,HFP01SC,2014-10-14 12:00:00,,,1,3228,
TADHM,AWS,METPAK,2014-10-14 12:00:00,2018-08-29 12:00:00,,1,13200015,
TADHM,IMKO2,IMKO,2014-10-14 12:00:00,2015-11-11 09:30:00,,1,36368,Removed due to flooded access tube
TADHM,IMKO3,IMKO,2014-10-14 12:00:00,2015-11-11 09:30:00,,1,36369,Removed due to flooded access tube
TADHM,STP,STP,2014-10-14 12:00:00,,,1,2211,
TADHM,AWS_ANEM,WIND_ANEM,2014-10-14 12:00:00,2019-12-11 00:00:00,2.6,1,140302,PPM
WADDN,4CR,NR01,2013-11-04 18:30:00,2018-10-04 12:00:00,,1,1938,
WADDN,CRNS,CRNS_1000B,2013-11-04 18:30:00,2021-06-03 09:00:00,,1,HI-TC01-1026,
WADDN,STP,STP,2013-11-04 18:30:00,,,1,2212,
WADDN,HFP2,HFP01SC,2013-11-04 18:30:00,,,1,3233,
WADDN,TDT2,TDT,2013-11-04 18:30:00,2018-10-04 12:00:00,,1,6501032,
WADDN,IMKO1,IMKO,2013-11-04 18:30:00,2020-02-13 00:00:00,,1,35883,
WADDN,TDT1,TDT,2013-11-04 18:30:00,2018-10-04 12:00:00,,1,6501040,
WADDN,PLUVIO,PLUVIO2,2013-11-04 18:30:00,2019-09-30 00:00:00,,1,329000,Recovered due to noisy data
WADDN,HFP1,HFP01SC,2013-11-04 18:30:00,,,1,3232,
WADDN,AWS,METPAK,2013-11-04 18:30:00,2014-09-30 16:30:00,,1,13210003,
WADDN,IMKO2,IMKO,2013-11-04 18:30:00,2020-02-13 00:00:00,,1,35884,
WADDN,IMKO3,IMKO,2013-11-04 18:30:00,2020-02-13 00:00:00,,1,35885,
LODTN,HFP1,HFP01SC,2016-04-26 15:00:00,,,1,4377,
PLYNL,SI,SDMSI01,2017-02-16 10:30:00,,,2,E3768,
LODTN,PA,CS106,2016-04-26 15:00:00,2019-08-13 10:00:00,,1,L1710069,
HARTW,LOGGER,LOGGER_CR3000,2017-02-22 13:30:00,2019-08-30 00:00:00,,2,9024,
HARTW,LOGGER,LOGGER_CR3000,2014-05-20 13:30:00,2017-02-22 13:30:00,,1,8900,
LODTN,STP,STP,2016-04-26 15:00:00,,,1,2263,
LODTN,TDT10,TDT,2016-04-26 15:00:00,,,1,6504054,
LODTN,TDT2,TDT,2016-04-26 15:00:00,,,1,6504060,
LODTN,TDT3,TDT,2016-04-26 15:00:00,,,1,6504055,
LODTN,TDT4,TDT,2016-04-26 15:00:00,,,1,6504077,
LODTN,TDT5,TDT,2016-04-26 15:00:00,,,1,6504056,
LODTN,TDT6,TDT,2016-04-26 15:00:00,,,1,6504061,
LODTN,TDT7,TDT,2016-04-26 15:00:00,,,1,6504064,
LODTN,TDT8,TDT,2016-04-26 15:00:00,,,1,6504063,
LODTN,TDT9,TDT,2016-04-26 15:00:00,,,1,6504074,
LODTN,AWS_ANEM,WIND_ANEM,2016-04-26 15:00:00,2022-04-28 12:00:00,2.6,1,160915,
CHIMN,HYGROCLIP,HYGROCLIP_HC2,2013-10-02 13:30:00,2017-04-11 13:00:00,,1,61223064,
LODTN,HMP,HMP155,2016-04-26 15:00:00,2018-04-23 12:00:00,,1,L1320544,
CHOBH,HYGROCLIP,HYGROCLIP_HC2,2015-02-24 14:00:00,2017-04-25 10:30:00,,1,61222915,
CHOBH,HYGROCLIP,HYGROCLIP_HC2,2017-04-25 10:30:00,2018-11-08 12:00:00,,2,61019492,
LULLN,4CR,NR01,2014-12-16 15:30:00,2018-10-26 08:30:00,,1,2142,
LULLN,AWS,METPAK,2014-12-16 15:30:00,2016-03-16 12:00:00,,1,14080008,
LULLN,IMKO3,IMKO,2014-12-16 15:30:00,2019-11-22 00:00:00,,1,35867,Removed as part of PPM
LULLN,STP,STP,2014-12-16 15:30:00,,,1,2216,
LULLN,TDT1,TDT,2014-12-16 15:30:00,2022-08-23 00:00:00,,1,6501057,
LULLN,PLUVIO,PLUVIO2,2014-12-16 15:30:00,2019-10-10 00:00:00,,1,340989,Noisy
LULLN,CRNS,CRNS_2000,2014-12-16 15:30:00,,,1,HI-TC02-2028,
LULLN,HFP2,HFP01SC,2014-12-16 15:30:00,,,1,3642,
LULLN,HFP1,HFP01SC,2014-12-16 15:30:00,2018-10-26 09:00:00,,1,3641,
LULLN,AWS_ANEM,WIND_ANEM,2014-12-16 15:30:00,2020-06-18 00:00:00,2.6,1,140807,Removed by DR during RM
MOORH,CRNS_SNOW,SNOWFOX,2014-12-04 11:30:00,,,1,HI-TC01-1182,
MOORH,SNOW_DEPTH,SR05A,2014-12-04 11:30:00,2017-01-19 10:30:00,,1,6077,
MOORH,4CR,NR01,2014-12-04 11:30:00,2019-09-04 00:00:00,,1,2132,Recovered for cal during PPM
MOORH,CRNS,CRNS_2000,2014-12-04 11:30:00,,,1,HI-TC02-2012,
MOORH,HFP2,HFP01SC,2014-12-04 11:30:00,,,1,3628,
MOORH,PLUVIO,PLUVIO2,2014-12-04 11:30:00,2019-07-31 00:00:00,,1,342250,Recovered due to noisy data
MOORH,IMKO1,IMKO,2014-12-04 11:30:00,2015-11-05 11:00:00,,1,36158,Removed due to flooded access tube
MOORH,STP,STP,2014-12-04 11:30:00,,,1,2219,
MOORH,TDT2,TDT,2014-12-04 11:30:00,,,1,6501067,
MOORH,AWS_ANEM,WIND_ANEM,2014-12-04 11:30:00,2019-09-18 00:00:00,2.6,1,140318,Replaced at 2nd PPM visit
MOORH,AWS,METPAK,2014-12-04 11:30:00,2020-08-11 00:00:00,,1,14040008,Replaced at PPM
MORLY,4CR,NR01,2014-05-14 05:00:00,2018-09-18 08:00:00,,1,2159,
MORLY,HFP1,HFP01SC,2014-05-14 05:00:00,,,1,3608,
MORLY,HFP2,HFP01SC,2014-05-14 05:00:00,,,1,3683,
MORLY,AWS,METPAK,2014-05-14 05:00:00,2019-09-24 07:00:00,,1,14040024,
MORLY,PLUVIO,PLUVIO2,2014-05-14 05:00:00,2016-11-04 10:00:00,,1,342255,
MORLY,IMKO1,IMKO,2014-05-14 05:00:00,2019-09-24 11:00:00,,1,36382,Removed during CSL PPM
MORLY,IMKO2,IMKO,2014-05-14 05:00:00,2019-09-24 11:00:00,,1,36383,Removed during CSL PPM
MORLY,IMKO3,IMKO,2014-05-14 05:00:00,2019-09-24 11:00:00,,1,36384,Removed during CSL PPM
MORLY,STP,STP,2014-05-14 05:00:00,,,1,2240,
MORLY,TDT1,TDT,2014-05-14 05:00:00,2022-05-18 00:00:00,,1,6501075,
MORLY,TDT2,TDT,2014-05-14 05:00:00,2022-05-18 00:00:00,,1,6501090,
MORLY,AWS_ANEM,WIND_ANEM,2014-05-14 05:00:00,2019-09-24 07:00:00,2.6,1,140806,
NWYKE,CRNS,CRNS_2000,2014-10-16 09:00:00,,,1,HI-TC02-2042,
NWYKE,4CR,NR01,2014-10-16 09:00:00,2019-12-12 09:00:00,,1,2143,
NWYKE,HFP2,HFP01SC,2014-10-16 09:00:00,,,1,3681,
NWYKE,HFP1,HFP01SC,2014-10-16 09:00:00,,,1,3680,
NWYKE,PLUVIO,PLUVIO2,2014-10-16 09:00:00,2016-10-19 10:00:00,,1,340988,
NWYKE,IMKO2,IMKO,2014-10-16 09:00:00,2015-11-02 07:30:00,,1,36377,Removed due to flooded access tube
NWYKE,IMKO3,IMKO,2014-10-16 09:00:00,2015-11-02 07:30:00,,1,36378,Removed due to flooded access tube
NWYKE,STP,STP,2014-10-16 09:00:00,,,1,2225,
NWYKE,TDT1,TDT,2014-10-16 09:00:00,,,1,6501118,
NWYKE,TDT2,TDT,2014-10-16 09:00:00,,,1,6501124,
NWYKE,AWS_ANEM,WIND_ANEM,2014-10-16 09:00:00,2018-12-05 08:00:00,2.6,1,140404,
NWYKE,AWS,METPAK,2014-10-16 09:00:00,2019-12-12 09:00:00,,1,14090002,
NWYKE,IMKO1,IMKO,2014-10-16 09:00:00,2015-11-02 07:30:00,,1,36376,Removed due to flooded access tube
PLYNL,CRNS,CRNS_2000,2014-11-05 12:30:00,,,1,HI-TC02-2044,
PLYNL,CRNS_SNOW,SNOWFOX,2014-11-05 12:30:00,,,1,HI-TC02-2034,
PLYNL,SNOW_DEPTH,SR05A,2014-11-05 12:30:00,2016-04-09 09:30:00,,1,5693,
PLYNL,4CR,NR01,2014-11-05 12:30:00,2019-09-19 08:30:00,,1,2133,
PLYNL,PLUVIO,PLUVIO2,2014-11-05 12:30:00,,,1,342254,
PLYNL,HFP1,HFP01SC,2014-11-05 12:30:00,,,1,3660,
PLYNL,HFP2,HFP01SC,2014-11-05 12:30:00,,,1,3661,
PLYNL,TBR2,TBR,2014-11-05 12:30:00,,,1,,
PLYNL,IMKO2,IMKO,2014-11-05 12:30:00,2019-09-19 11:00:00,,1,35890,Removed during CSL PPM
PLYNL,IMKO3,IMKO,2014-11-05 12:30:00,2019-09-19 11:00:00,,1,35891,Removed during CSL PPM
PLYNL,IMKO1,IMKO,2014-11-05 12:30:00,2019-09-19 11:00:00,,1,35889,Removed during CSL PPM
PLYNL,STP,STP,2014-11-05 12:30:00,,,1,2235,
PLYNL,TDT1,TDT,2014-11-05 12:30:00,,,1,6501110,
PLYNL,TDT2,TDT,2014-11-05 12:30:00,,,1,6501120,
PLYNL,AWS_ANEM,WIND_ANEM,2014-11-05 12:30:00,2015-12-03 12:00:00,2.6,1,140804,
PORTN,4CR,NR01,2014-12-18 10:30:00,2020-01-28 00:00:00,,1,2154,4 components = 3454 3465 3425 3426. No infor from CSL on which is which
PORTN,CRNS,CRNS_2000,2014-12-18 11:00:00,,,1,HI-TC02-2029,
PORTN,HFP2,HFP01SC,2014-12-18 10:30:00,,,1,3640,
PORTN,AWS,METPAK,2014-12-18 11:00:00,2021-07-06 00:00:00,,1,14040027,
PORTN,PLUVIO,PLUVIO2,2014-12-18 10:30:00,,,1,340993,
PORTN,IMKO1,IMKO,2014-12-18 10:30:00,2020-01-28 00:00:00,,1,36364,
PORTN,STP,STP,2014-12-18 10:30:00,2021-07-06 00:00:00,,1,2242,
PORTN,TDT1,TDT,2014-12-18 10:30:00,,,1,6501055,
PORTN,TDT2,TDT,2015-01-03 08:00:00,2016-01-25 13:30:00,,1,6501066,
PORTN,AWS_ANEM,WIND_ANEM,2014-12-18 10:30:00,2017-08-08 10:00:00,2.6,1,140802,
RDMER,4CR,NR01,2015-02-10 10:30:00,2018-09-19 08:00:00,,1,2129,
RDMER,PLUVIO,PLUVIO2,2015-02-10 10:30:00,2018-09-19 08:00:00,,1,340995,
RDMER,HFP1,HFP01SC,2015-02-10 10:30:00,2018-09-19 08:00:00,,1,3654,
RDMER,HFP2,HFP01SC,2015-02-10 10:30:00,2018-09-19 08:00:00,,1,3657,
RDMER,IMKO2,IMKO,2015-02-10 10:30:00,2018-09-19 08:00:00,,1,35881,
RDMER,IMKO1,IMKO,2015-02-10 10:30:00,2018-09-19 08:00:00,,1,35880,
RDMER,IMKO3,IMKO,2015-02-10 10:30:00,2018-09-19 08:00:00,,1,35882,
RDMER,AWS,METPAK,2015-02-10 10:30:00,2018-09-19 08:00:00,,1,14040009,
RDMER,STP,STP,2015-02-10 10:30:00,2018-09-19 08:00:00,,1,2241,
RDMER,TDT1,TDT,2015-02-10 10:30:00,2018-09-19 08:00:00,,1,6501061,
RDMER,TDT2,TDT,2015-02-10 10:30:00,2018-09-19 08:00:00,,1,6501051,
RDMER,AWS_ANEM,WIND_ANEM,2015-02-10 10:30:00,2018-09-19 08:00:00,2.6,1,140401,
RDMER,CRNS,CRNS_2000,2015-02-10 10:30:00,2018-09-19 08:00:00,,1,HI-TC02-2011,
REDHL,CRNS,CRNS_2000,2016-02-18 16:00:00,,,1,HI-TC02-2041,
REDHL,AWS_ANEM,WIND_ANEM,2016-02-18 16:00:00,2021-07-20 09:00:00,2.6,1,140320,
CARDT,MODEM,MODEM_PRO,2017-09-26 09:30:00,2021-06-01 10:00:00,,1,867377020460030,
CARDT,MODEM,MODEM,2015-06-24 10:00:00,2017-09-26 09:30:00,,1,,
HADLW,MODEM,MODEM_PRO,2018-03-13 13:30:00,2020-09-09 10:45:00,,1,867377021883735,Lost all its settings
HLACY,AWS_ANEM,WIND_ANEM,2018-04-11 00:00:00,,2.6,1,160817,
HLACY,PLUVIO,PLUVIO2,2018-04-11 00:00:00,,,1,368538,
HLACY,4CR,NR01,2018-04-11 00:00:00,2021-05-06 08:00:00,,1,2454,
HLACY,HFP1,HFP01SC,2018-04-11 00:00:00,,,1,4013,
HLACY,HFP2,HFP01SC,2018-04-11 00:00:00,,,1,4020,
HLACY,STP,STP,2018-04-11 00:00:00,,,1,2253,
HLACY,TDT1,TDT,2018-04-11 00:00:00,,,1,6504174,
HLACY,TDT2,TDT,2018-04-11 00:00:00,,,1,6503216,
HLACY,CRNS,CRNS_2000,2018-04-11 00:00:00,,,1,HI-TC02-1085,
HLACY,TDT3,TDT,2018-04-11 00:00:00,,,1,6504146,
HLACY,TDT4,TDT,2018-04-11 00:00:00,,,1,6503256,
HLACY,TDT5,TDT,2018-04-11 00:00:00,,,1,6504170,
HLACY,TDT6,TDT,2018-04-11 00:00:00,,,1,6504157,
HLACY,TDT7,TDT,2018-04-11 00:00:00,,,1,6504171,
HLACY,TDT8,TDT,2018-04-11 00:00:00,,,1,6503201,
HLACY,TDT9,TDT,2018-04-11 00:00:00,,,1,6503272,
HLACY,TDT10,TDT,2018-04-11 00:00:00,,,1,6503231,
HLACY,PA,CS106,2018-04-11 00:00:00,2020-07-29 00:00:00,,1,K442009,
HLACY,HMP,HMP155,2018-04-11 00:00:00,2019-08-12 10:00:00,,1,M2920117,
HLACY,SI,SDMSI01,2018-04-11 00:00:00,,,1,E5892,
HLACY,LOGGER,LOGGER_CR3000,2018-04-11 00:00:00,2021-05-06 08:00:00,,1,9889,Cal date 16/10/2014
HLACY,PHENOCAM_LENS1,PHENOCAM_LENS,2018-04-11 00:00:00,,,1,5385942,IP 10.20.170.252
HLACY,PHENOCAM_LENS2,PHENOCAM_LENS,2018-04-11 00:00:00,,,1,5375246,IP 10.20.170.252
HLACY,ETHERNET,ETHERNET_115,2018-04-11 00:00:00,,,1,4839,PPM on 29/07/2020 noted as NL116 with SN4839
HLACY,MODEM,MODEM_PRO,2018-04-11 00:00:00,2021-05-06 08:00:00,,1,8673770212652903,201706220301
SHEEP,HYGROCLIP,HYGROCLIP_HC2A,2018-07-05 11:00:00,2018-12-05 12:00:00,,1,20135125,HC2A-S3
MOREM,ETHERNET,ETHERNET_116,2018-11-16 12:30:00,,,1,2739,
MOREM,4CR,NR01,2018-11-16 12:30:00,2021-07-09 12:00:00,,1,2547,
MOREM,AWS_ANEM,WIND_ANEM,2018-11-16 12:30:00,,2.6,1,180904,
MOREM,PLUVIO_CHAIN,CHAIN,2018-11-16 12:30:00,,,1,,
MOREM,CRNS,CRNS_2000,2018-11-16 12:30:00,,,1,HI-TC02-2051,
MOREM,HFP1,HFP01SC,2018-11-16 12:30:00,,,1,4666,
MOREM,HFP2,HFP01SC,2018-11-16 12:30:00,,,1,4667,
MOREM,LOGGER,LOGGER_CR3000,2018-11-16 12:30:00,2021-07-09 12:00:00,,1,11011,Cal date 11/01/2016
MOREM,PA,CS106,2018-11-16 12:30:00,2020-07-22 00:00:00,,1,M1050345,
MOREM,PHENOCAM_LENS1,PHENOCAM_LENS,2018-11-16 12:30:00,,,1,5984513,IP 10.16.46.232
MOREM,PHENOCAM_LENS2,PHENOCAM_LENS,2018-11-16 12:30:00,,,1,5368215,IP 10.16.46.232
MOREM,PLUVIO,PLUVIO2,2018-11-16 12:30:00,2019-05-20 00:00:00,,1,387941,
MOREM,HMP,HMP155,2018-11-16 12:30:00,2019-09-13 00:00:00,,1,M2920124,Replaced during PPM
MOREM,STP,STP,2018-11-16 12:30:00,,,1,2272,
MOREM,TDT1,TDT,2018-11-16 12:30:00,,,1,6504120,
MOREM,TDT2,TDT,2018-11-16 12:30:00,,,1,6504127,
MOREM,TDT3,TDT,2018-11-16 12:30:00,,,1,6504130,
MOREM,TDT4,TDT,2018-11-16 12:30:00,,,1,6504129,
MOREM,TDT5,TDT,2018-11-16 12:30:00,,,1,6504133,
MOREM,TDT6,TDT,2018-11-16 12:30:00,,,1,6504192,
MOREM,TDT7,TDT,2018-11-16 12:30:00,,,1,6503217,
MOREM,TDT8,TDT,2018-11-16 12:30:00,,,1,6503250,
MOREM,TDT9,TDT,2018-11-16 12:30:00,,,1,6503234,
MOREM,TDT10,TDT,2018-11-16 12:30:00,,,1,6504188,
MOREM,MODEM,MODEM_PRO,2018-11-16 12:30:00,2021-07-09 12:00:00,,1,867377022250652,111803140091
MOREM,SI,SDMSI01,2018-11-16 12:30:00,,,1,3722,
BICKL,AWS_ANEM,WIND_ANEM,2019-02-14 00:00:00,,2.6,2,140322,
CARDT,AWS,METPAK,2015-06-24 10:00:00,2020-07-16 00:00:00,,1,14040026,Swapped by CSL at PPM
RISEH,PHENOCAM_LENS1,PHENOCAM_LENS,2018-08-17 11:00:00,2019-06-26 12:00:00,,2,5920807,IP:10.12.139.239 Replaced during CSL PPM
RISEH,PHENOCAM_LENS2,PHENOCAM_LENS,2018-08-17 11:00:00,2019-06-26 12:00:00,,2,5920820,IP:10.12.139.239 Replaced during CSL PPM
RISEH,TDT3,TDT,2019-08-07 12:00:00,,,2,6503303,
GISBN,AWS_ANEM,WIND_ANEM,2019-08-29 12:50:00,,2.6,2,140402,
CGARW,MODEM,MODEM_PRO,2018-06-28 12:00:00,2019-10-22 00:00:00,,2,867377022253896,Possible fault
TADHM,HYGROCLIP,HYGROCLIP_HC2A,2019-12-11 00:00:00,2020-06-26 13:55:00,,5,20134979,Replaced during RM due to wetting out
TADHM,AWS_ANEM,WIND_ANEM,2019-12-11 00:00:00,,2.6,2,193706,Replcaed @ PPM due to intermittent fault
TADHM,4CR,NR01,2019-12-11 00:00:00,,,2,2133,PPM
TADHM,4CR,NR01,2014-10-14 00:00:00,2019-12-11 00:00:00,,1,2155,
TADHM,AWS,METPAK,2019-12-11 00:00:00,2021-08-17 09:00:00,,3,14040020,PPM
CARDT,IMKO2,IMKO,2015-06-24 10:00:00,2019-10-22 11:00:00,,1,36150,Removed during CSL PPM
CARDT,HYGROCLIP,HYGROCLIP_HC2A,2019-10-24 12:00:00,2020-07-16 00:00:00,,3,20135079,Replaced by CSL during PPM
CHIMN,PHENOCAM_LENS1,PHENOCAM_LENS,2013-10-02 13:30:00,2018-10-05 09:00:00,,1,5919223,IP:10.12.148.170
HILLB,PHENOCAM_LENS1,PHENOCAM_LENS,2016-06-14 17:00:00,2018-11-15 15:00:00,,1,5998561,IP:10.16.106.228
SOURH,PHENOCAM_LENS1,PHENOCAM_LENS,2014-11-19 11:00:00,2018-02-01 12:00:00,,1,5918583,IP:10.12.112.239
HARWD,PHENOCAM_LENS2,PHENOCAM_LENS,2015-05-22 12:00:00,2018-10-16 09:00:00,,1,5914387,IP:10.12.108.175
SOURH,PHENOCAM_LENS2,PHENOCAM_LENS,2014-11-19 11:00:00,2018-02-01 12:00:00,,1,5914348,IP:10.12.112.239
CHOBH,PHENOCAM_LENS2,PHENOCAM_LENS,2015-02-24 14:00:00,2018-11-08 12:00:00,,1,5913798,IP:10.11.119.42
LULLN,PLUVIO,PLUVIO2L,2020-06-16 09:30:00,,,3,PL2L-451662,
STIPS,PLUVIO,PLUVIO2,2014-11-06 15:00:00,2020-06-17 09:16:00,,1,340990,Removed due to false measurements
STIPS,PLUVIO,PLUVIO2L,2020-06-17 09:47:00,,,2,PL2L-451658,
LODTN,PLUVIO,PLUVIO2,2016-04-26 15:00:00,2020-06-18 12:17:00,,1,387936,Removed due to false measurements
LODTN,PLUVIO,PLUVIO2L,2020-06-18 16:00:00,,,2,PL2L-451661,
MOREM,PLUVIO,PLUVIO2L,2020-06-19 12:26:00,,,3,PL2L-451583,
EASTB,4CR,NR01,2014-08-13 11:30:00,2018-10-18 12:00:00,,1,2140,Replaced during CSL PPM
EASTB,4CR,NR01,2020-06-26 15:25:00,2020-09-08 10:30:00,,4,1464,Replaced due to SWout fault
TADHM,HYGROCLIP,HYGROCLIP_HC2A,2020-06-26 13:55:00,2021-08-17 09:00:00,,6,20269145,
HENFS,AWS_ANEM,WIND_ANEM,2020-06-25 10:00:00,,2.6,2,193704,
HENFS,MODEM,MODEM_PRO,2020-06-25 12:00:00,2021-08-12 09:00:00,,1,863879040896691,111909160073
SPENF,SI,SDMSI01,,,,,E5896,16-JUL-2020 PPM confirms SNon site unknown when installed
SPENF,PA,CS106,2020-07-15 00:00:00,2022-05-04 09:00:00,,2,R1030765,Installed by CSL at PPM
SPENF,HMP,HMP155,2020-07-15 00:00:00,2021-06-16 09:00:00,,4,N5050078,CSL SN issue not at site
CARDT,4CR,NR01,2020-07-16 00:00:00,,,2,2319,Installed by CSL at PPM
CARDT,AWS,METPAK,2020-07-16 00:00:00,2022-03-15 11:00:00,,2,14040015,Installed by CSL at PPM
CARDT,SI,SDMSI01,2020-01-01 00:00:00,,,1,E3793,SN noted at 16/07/2020 PPM install date unknown
CARDT,HYGROCLIP,HYGROCLIP_HC2A,2020-07-16 00:00:00,2021-06-01 10:00:00,,4,20135006,Installed by CSL at PPM
CARDT,LOGGER,LOGGER_CR3000,2020-07-16 00:00:00,2020-08-19 11:00:00,,2,13072,Installed by CSL at PPM. Cal date 03/09/2019
HYBRY,PLUVIO,PLUVIO2L,2020-07-24 12:34:00,,,3,PL2L-451528,
BUNNY,4CR,NR01,2015-01-27 00:30:00,2020-07-17 00:00:00,,1,2150,Swapped by CSL at PPM
BUNNY,CRNS,CRNS_2000,2015-01-27 00:30:00,,,1,HI-TC02-2024,SN confirmed at 17-Jul-20 PPM
BUNNY,4CR,NR01,2020-07-17 00:00:00,2022-04-26 12:00:00,,2,2895,Installed by CSL at PPM
BUNNY,AWS,METPAK,2020-07-17 00:00:00,2022-04-26 12:00:00,,2,14040024,Installed by CSL at PPM
BUNNY,SI,SDMSI01,2020-07-17 00:00:00,,,1,E3788,SDM-IO1  noted by CSL at PPM
BUNNY,HYGROCLIP,HYGROCLIP_HC2A,2020-07-17 00:00:00,2021-04-13 12:00:00,,5,20135091,Installed by CSL during PPM
BUNNY,LOGGER,LOGGER_CR3000,2020-07-17 00:00:00,,,2,8471,Cal date 07/08/19. Installed by CSL at PPM.
BUNNY,TDT2,TDT,2020-07-17 00:00:00,,,3,66503324,Installed by CSL at PPM.
STGHT,AWS,METPAK,2015-08-19 06:30:00,2020-07-21 00:00:00,,1,14040019,Swapped by CSL at PPM
STGHT,CRNS,CRNS_2000,2015-08-19 06:30:00,,,1,HI-TC02-2026,Confirmed at 21-JUL-20 PPM
STGHT,4CR,NR01,2020-07-21 00:00:00,,,2,2156,Installed by CSL at PPM
STGHT,AWS,METPAK,2020-07-21 00:00:00,2022-03-09 12:00:00,,2,14080009,Installed by CSL at PPM
STGHT,SI,SDMSI01,2020-07-21 00:00:00,,,1,E3775,SDM-IO1 SN 1st recorded by CSL at PPM 21-JUL-20
STGHT,HYGROCLIP,HYGROCLIP_HC2A,2020-07-21 00:00:00,2021-04-15 12:00:00,,4,20269333,Installed by CSL at PPM
STGHT,LOGGER,LOGGER_CR3000,2020-07-21 00:00:00,2020-10-23 00:00:00,,2,13073,Installed by CSL at PPM. Cal date 03/09/2019
STGHT,PHENOCAM_LENS1,PHENOCAM_LENS,2020-07-21 00:00:00,,,3,55919378,IP: 10.11.119.42 Installed by CSL during PPM
STGHT,PHENOCAM_LENS2,PHENOCAM_LENS,2020-07-21 00:00:00,,,3,5913798,IP: 10.11.119.42 Installed by CSL during PPM
WADDN,ETHERNET,ETHERNET_115,2014-01-27 12:00:00,2020-07-23 00:00:00,,2,11044,Incorrect end date - checked at PPM and SN of installed confirmed as 2744
WADDN,ETHERNET,ETHERNET_116,2020-01-23 00:00:00,,,3,2744,Incorrect start date - checked at PPM and SN of installed confirmed as 2744
WADDN,SI,SDMSI01,2020-07-23 00:00:00,,,1,E4866,Incorrect start date not previously recorded. Installed SN recorded at 23-07-2020 PPM.
WADDN,PA,CS106,2020-07-23 00:00:00,,,2,K442012,Installed by CSL at PPM
WADDN,PHENOCAM_LENS1,PHENOCAM_LENS,2020-07-23 00:00:00,,,3,5887484,S16 IP: 10.22.81.21
WADDN,PHENOCAM_LENS2,PHENOCAM_LENS,2020-07-23 00:00:00,,,3,5888540,S16 IP: 10.22.81.21
WADDN,HMP,HMP155,2020-07-23 00:00:00,2021-06-03 09:30:00,,2,R1030191,Installed by CSL at PPM
FINCH,PA,CS106,2020-07-30 00:00:00,,,2,K5050002,Unknown end date different SN removed at 2022 PPM
FINCH,HMP,HMP155,2020-07-30 00:00:00,2021-04-27 12:00:00,,4,P40205984,Installed by CSL at PPM
SOURH,AWS,METPAK,2019-01-01 00:00:00,2021-08-26 09:00:00,,2,15190012,Start date unknown - False start date entered
SOURH,PHENOCAM_LENS1,PHENOCAM_LENS,2018-02-01 12:00:00,,,2,5375256,IP: 10.20.177.245. Time of change is approximate
SOURH,PHENOCAM_LENS2,PHENOCAM_LENS,2018-02-01 12:00:00,,,2,5404997,IP: 10.20.177.245. Time of change is approximate
COCLP,LOGGER,LOGGER_CR3000,2014-11-21 14:30:00,2016-05-06 09:00:00,,1,9024,
COCLP,LOGGER,LOGGER_CR3000,2016-05-06 09:00:00,2021-05-11 09:00:00,,2,10261,cal date 02/03/15
HARTW,ETHERNET,ETHERNET_115,2017-02-22 12:00:00,,,2,13303,
HARTW,MODEM,MODEM,2014-05-20 13:30:00,2020-11-11 00:00:00,,1,359991030605684,COM110 removed at 11-Nov-20 PPM for upgrade to ProRoute modem.
HARTW,AWS_ANEM,WIND_ANEM,2018-03-29 10:00:00,2020-11-11 00:00:00,2.6,2,140802,
ALIC1,LOGGER,LOGGER_CR3000,2015-03-06 13:30:00,2020-12-03 00:00:00,,1,9570,removed ovr 4 yr old
EASTB,LOGGER,LOGGER_CR3000,2014-08-13 11:30:00,2019-10-29 11:30:00,,1,9240,
