"ID","asset_Name","asset_SerialNumber","asset_PartNumber","asset_PurchasingProject","asset_AcquiredDate","asset_CEHAssetNumber","asset_PurchaseOrderNumber","asset_PurchaseOrderDate","asset_POAttachments","asset_PurchasePrice","asset_ProjectManager","asset_RetiredDate","asset_CurrentCondition","asset_Obsolete","asset_Contract_Required","asset_Instrument_Type","asset_ContractorID","asset_Contractor","asset_Site","asset_PM_ID","asset_Description","asset_Quantity","asset_Type","asset_Make","asset_Model","asset_Version","asset_Firmware","asset_Software","asset_Calibration_Interval","asset_Calibration_Requirements","asset_Manufacture","asset_Manufacture_Date","asset_Height","asset_Depth","asset_Canopy_Height","asset_Test","asset_Alias","asset_Keywords","asset_Routine_Maintenance","asset_Comments","asset_Specialist_training_or_other_requirements"
73,CREWFIT 150N XD AUTOMATIC HARNESS RED 9245RA,T240619206,,"09191",2024-11-18 00:00:00.000,,"19771",,,137.5,,,Excellent,,false,,0,,Wallingford,0,CREWFIT 150N XD AUTOMATIC HARNESS RED 9245RA assigned to Azmol Ali,1,Consumable,Crewfit,"150N XD AUTOMATIC HARNESS RED 9245RA",,,,,,,,,,,,,,,,
74,CREWFIT 150N XD AUTOMATIC HARNESS RED 9245RA,T240619207,,"09191",2024-11-18 00:00:00.000,,"19771",,,137.5,,,Excellent,,false,,0,,Wallingford,0,CREWFIT 150N XD AUTOMATIC HARNESS RED 9245RA Unassigned,0,Consumable,Crewfit,"150N XD AUTOMATIC HARNESS RED 9245RA",,,,,,,,,,,,,,,,
75,CREWFIT 150N XD AUTOMATIC HARNESS RED 9245RA,T240619208,,"09191",2024-11-18 00:00:00.000,,"19771",,,137.5,,,Excellent,,false,,0,,Wallingford,0,CREWFIT 150N XD AUTOMATIC HARNESS RED 9245RA Unassigned,0,Consumable,Crewfit,"150N XD AUTOMATIC HARNESS RED 9245RA",,,,,,,,,,,,,,,,
76,CREWFIT 150N XD AUTOMATIC HARNESS RED 9245RA,T240619209,,"09191",2024-11-18 00:00:00.000,,"19771",,,137.5,,,Excellent,,false,,0,,Wallingford,0,CREWFIT 150N XD AUTOMATIC HARNESS RED 9245RA Unassigned,0,Consumable,Crewfit,"150N XD AUTOMATIC HARNESS RED 9245RA",,,,,,,,,,,,,,,,
78,CREWFIT 150N XD AUTOMATIC HARNESS RED 9245RA,T240619210,,"09191",2024-11-18 00:00:00.000,,"19771",,,137.5,,,Excellent,,false,,0,,Wallingford,0,CREWFIT 150N XD AUTOMATIC HARNESS RED 9245RA Unassigned,1,Consumable,Crewfit,"150N XD AUTOMATIC HARNESS RED 9245RA",,,,,,,,,,,,,,,,
79,"38gm CYLINDER - WITHOUT SHRINK WRAP",J12415701CB,,"09191",2024-11-18 00:00:00.000,,"19771",,,15.0,,,Excellent,,false,,0,,Wallingford,0,"38gm CYLINDER - WITHOUT SHRINK WRAP",1,Consumable,Crewfit,"38gm CYLINDER - WITHOUT SHRINK WRAP",,,,,,,,,,,,,,,,
80,"38gm CYLINDER - WITHOUT SHRINK WRAP",J12415700AE,,"09191",2024-11-18 00:00:00.000,,"19771",,,15.0,,,Excellent,,false,,0,,Wallingford,0,"38gm CYLINDER - WITHOUT SHRINK WRAP",1,Consumable,Crewfit,"38gm CYLINDER - WITHOUT SHRINK WRAP",,,,,,,,,,,,,,,,
81,"38gm CYLINDER - WITHOUT SHRINK WRAP",J12415701X1,,"09191",2024-11-18 00:00:00.000,,"19771",,,15.0,,,Excellent,,false,,0,,Wallingford,0,"38gm CYLINDER - WITHOUT SHRINK WRAP",1,Consumable,Crewfit,"38gm CYLINDER - WITHOUT SHRINK WRAP",,,,,,,,,,,,,,,,
82,"38gm CYLINDER - WITHOUT SHRINK WRAP",J1241570039,,"09191",2024-11-18 00:00:00.000,,"19771",,,15.0,,,Excellent,,false,,0,,Wallingford,0,"38gm CYLINDER - WITHOUT SHRINK WRAP",1,Consumable,Crewfit,"38gm CYLINDER - WITHOUT SHRINK WRAP",,,,,,,,,,,,,,,,
84,Tick Twister,X0022EXP8T,,"09191",2024-11-22 00:00:00.000,,,,,7.98,,,Excellent,,false,,0,,Wallingford,0,Cost for 2 quantities,2,Consumable,,,,,,,,,,,,,,,,,,
85,Off Road RecoveryTracks,A590877-0,,"09191",2024-11-22 00:00:00.000,,,,,141.48,,,Excellent,,false,,0,,Wallingford,0,cost for 2 pairs (4 Off Road RecoveryTracks),4,Consumable,,,,,,,,,,,,,,,,,,
86,Retriever,BRIGJC 18-796330202053,,"09191",2024-12-06 00:00:00.000,,,,,45.44,,,Excellent,,false,,0,,Wallingford,0,,1,Consumable,,,,,,,,,,,,,,,,,,
87,Bipod,"5217-04-YEL",,"09191",2024-12-10 00:00:00.000,FDRI_M_DRO_1224-048,,,,169.02,,,Excellent,,false,,0,,Wallingford,0,£169.02 inclusive of VAT Ordered through credit card from South Survey ltd,1,Fixed,,,,,,,,,,,,,,,,,,
89,"30W USB-C Charger for DJI",X001FJPWC9,,"09191",2024-12-10 00:00:00.000,FDRI_M_DRO_1224_049,,,,47.96,,,Excellent,,false,,0,,Wallingford,0,Total cost for 4 chargers inclusive VAT is £47.96 (Purchased using credit card),4,Fixed,DJI Entersprise,"30W USB-C Charger",,,,,,,,,,,,,,,,
90,"1 GB M2M & IoT Data SIM card","8935302170721471949",,"09191",2024-12-16 00:00:00.000,FDRI_M_DRO_1224_050,,,,15.6,,,Excellent,,false,,0,,Wallingford,0,£ 15.6 inclusive of VAT,1,Fixed,,,,,,,,,,,,,,,,,,
91,"1 GB M2M & IoT Data SIM card","8935302170721471931",,"09191",2024-12-16 00:00:00.000,FDRI_M_DRO_1224_051,,,,15.6,,,Excellent,,false,,0,,Wallingford,0,£ 15.6 inclusive of VAT,1,Fixed,,,,,,,,,,,,,,,,,,
92,Sky High Bull's-Eye Drone Ground Control Point GCP - UAV Aerial Target Sky High Bull's-Eye Drone Ground Control Point GCP - UAV Aerial Target for Mapping & Surveying,B07PDK1M45,,"09191",2024-12-16 00:00:00.000,,,,,114.84,,,Excellent,,false,,0,,Wallingford,0,£114.84 inclusive of VAT,10,Consumable,Sky High Bull's-Eye,Drone Ground Control Point GCP - UAV Aerial Target,,,,,,,,,,,,,,,,
93,Tent Pegs,B0D72ZN3X9,,"09191",2025-01-06 00:00:00.000,,,,,15.85,,,Excellent,,false,,0,,Wallingford,0,£15.85 inclusive VAT,40,Consumable,,,,,,,,,,,,,,,,,,
94,Weather Transmitter WXT533 Series 3A1B1A3D1A1B,W5218459,,"09191",2025-01-06 00:00:00.000,FDRI_F_WXT_0125_001,"20500",,,2505.6,,,Excellent,,false,,0,,Wallingford,0,£2505.6 including VAT;  (WXT533 3A1B1A3D1A1B),1,Fixed,Vaisala,Weather Transmitter WXT533 Series 3A1B1A3D1A1B,,,,,,,,,,,,,WXT-Weather Transmitter,,,
95,Weather Transmitter WXT533 Series 3A1B1A3D2A1B,W5218458,,"09191",2025-01-06 00:00:00.000,FDRI_F_WXT_0125_002,"20500",,,2636.28,,,Excellent,,false,,0,,Wallingford,0,£2636.28 inclusive VAT; (WXT533 3A2B1A3D1A1B),1,Fixed,Vaisala,Weather Transmitter WXT533 Series 3A1B1A3D1A1B,,,,,,,,,,,,,WXT-Weather Transmitter,,,
96,SmartSolar MPPT charge controller,HQ2412MWDJ3,,"09191",2025-01-13 00:00:00.000,FDRI_F_SCC_0125_001,,,,42.98,,,Excellent,,false,,0,,Wallingford,0,£ 42.98 inclusive VAT,1,Fixed,SmartSolar,MPPT charge controller,,,,,,,,,,,,,,,,
97,SmartSolar MPPT charge controller,HQ24127NKXA,,"09191",2025-01-13 00:00:00.000,FDRI_M_SCC_0125_002,,,,42.98,,,Excellent,,false,,0,,Wallingford,0,£ 42.98 inclusive VAT,1,Fixed,SmartSolar,MPPT charge controller,,,,,,,,,,,,,,,,
99,SmartSolar MPPT charge controller,HQ2412HFKH9,,"09191",2025-01-13 00:00:00.000,FDRI_M_SCC_0125_003,,,,42.98,,,Excellent,,false,,0,,Wallingford,0,£42.98 inclusive VAT,1,Fixed,SmartSolar,MPPT charge controller,,,,,,,,,,,,,,,,
100,PENGLIN 2 Way RJ45 Ethernet Connector Breakout Board,X001UXTQNV,,"09191",2025-01-13 00:00:00.000,,,,,69.95,,,Excellent,,false,,0,,Wallingford,0,£ 69.95 (For 5 quantities inclusive VAT),5,Consumable,PENGLIN,"2 Way RJ45 Ethernet Connector Breakout Board",,,,,,,,,,,,,,,,
101,Leica Disto X4 Laser Distance Meter,"1631660395",,"09191",2025-01-14 00:00:00.000,FDRI_M_LDM_0125_001,,,,462.0,,,Excellent,,false,,0,,Wallingford,0,Cost including Calibration Certificate and VAT inclusive,1,Fixed,Leica Disto,X4 Laser Distance Meter,,,,,,,,,,,,,,,,
104,Juniper System Geode GNS3M,"374724",,"09191",2025-01-14 00:00:00.000,FDRI_M_GPS_0125_001,,,,2608.944,,,Excellent,,false,,0,,Wallingford,0,£ 2608.944 inclusive VAT,1,Fixed,Juniper, Geode GNS3M,,,,,,,,,,,,,,,,
105,Juniper System Geode GNS3M,"374325",,,2025-01-13 00:00:00.000,FDRI_M_GPS_0125_002,,,,2608.944,,,Excellent,,false,,0,,Wallingford,0,£ 2608.944 inclusive of VAT,1,Fixed,Juniper,Geode GNS3M,,,,,,,,,,,,,,,,
106,Datalogger,"70680","41842","09191",2025-02-03 00:00:00.000,FDRI-F-DAT-0225-001,"20746",,,1668.55,,,Excellent,,false,,0,,Wallingford,0,PN: 41842  Price excluding VAT,1,Fixed,Campbell Scientific US,CR1000Xe,"1000Xe",,,,,,,,,,,,,,,
107,"16 GB MicroSD Flash aMLC Memory Card",,,"09191",2025-02-03 00:00:00.000,,"20746",,,378.25,,,Excellent,,false,,0,,Wallingford,0,"37.83 IS UNIT PRICE EXCLUDING VAT",10,Fixed,Campbell Scientific,"16 GB MicroSD Flash aMLC Memory Card",,,,,,,,,,,,,,,,
108,LX60 Dual Ethernet LTE Router EMEA,"7H4043504501B101",,"09191",2025-02-03 00:00:00.000,FDRI-F-ROU-0225-001,"20815",,,298.0,,,Excellent,,false,Modem,0,,SE-CARWE-01-WS,0,AirLink LX60 Dual Ethernet LTE Router EMEA  PART NO: 1104046 IMEI: 356048090869149,1,Field site infrastructure,Airlink,LX60 Dual Ethernet LTE Router EMEA,,,,,,,,,,,,,,,,
109,LX60 Dual Ethernet LTE Router EMEA, 7H4043516102B101,,"09191",2025-02-03 00:00:00.000,FDRI-F-ROU-0225-002,"20815",,,298.0,,,Excellent,,false,Modem,0,,SE-SVTRP-01-WL,0,AirLink LX60 Dual Ethernet LTE Router EMEA  PART NO: 1104046 IMEI: 356048090869222,1,Field site infrastructure,Airlink,LX60 Dual Ethernet LTE Router EMEA,,,,,,,,,,,,,,,,
110,AirLink LX40 Compact LTE-M/NB-IOT Router Global, XX91747013021004,,"09191",2025-02-03 00:00:00.000,FDRI-F-ROU-0225-003,"20815",,,225.0,,,Excellent,,false,,0,,Wallingford,0,AirLink LX40 Compact LTE-M/NB-IOT Router Global PART NO: 1104180  IMEI: 356050090110847,1,Fixed,Airlink,LX40 Compact LTE-M/NB-IOT Router Global,,,,,,,,,,,,,,,,
111,AirLink LX40 Compact LTE Router EMEA,"7G4481085002B101",,"09191",2025-02-03 00:00:00.000,FDRI-F-ROU-0225-004,"20815",,,248.0,,,Excellent,,false,,0,,Wallingford,0,AirLink LX40 Compact LTE Router EMEA PART NO: 1104181  IMEI: 356048090929687,0,Fixed,Airlink,LX40 Compact LTE Router EMEA,,,,,,,,,,,,,,,,
112,AirLink LX40 Compact LTE Router EMEA,"7G4481088401B101",,"09191",2025-02-03 00:00:00.000,FDRI-F-ROU-0225-005,"20815",,,248.0,,,Excellent,,false,,0,,Wallingford,0,AirLink LX40 Compact LTE Router EMEA PART NO: 1104181 SN: IMEI: 356048090929760,0,Fixed,Airlink,LX40 Compact LTE Router EMEA,,,,,,,,,,,,,,,,
113,AirLink DIN Rail Mounting Bracket Kit - LX40,,,"09191",2025-02-03 00:00:00.000,,"20815",,,19.2,,,Excellent,,false,,0,,Wallingford,0,PART NO 6001221,3,Consumable,Airlink,DIN Rail Mounting Bracket Kit - LX40,,,,,,,,,,,,,,,,
114,"Screw Mount Antenna, 2J6983Ba MIMO, 5G/4G/3G/2G, 3.0M LL100 SMA Plug",,,"09191",2025-02-03 00:00:00.000,,"20815",,,20.39,,,Excellent,,false,,0,,Wallingford,0,"Screw Mount Antenna, 2J6983Ba MIMO, 5G/4G/3G/2G, 3.0M LL100 SMA Plug",7,Consumable,Airlink,"Screw Mount Antenna, 2J6983Ba MIMO, 5G/4G/3G/2G, 3.0M LL100 SMA Plug",,,,,,,,,,,,,,,,
115,AirLink DIN Rail Mounting Bracket Kit - LX60,,,"09191",2025-02-03 00:00:00.000,,"20815",,,24.0,,,Excellent,,false,,0,,Wallingford,0,AirLink DIN Rail Mounting Bracket Kit - LX60,4,Consumable,Airlink,DIN Rail Mounting Bracket Kit - LX60,,,,,,,,,,,,,,,,
116,NivuFlow Stick,"2449CSD2664",,"09191",2025-02-03 00:00:00.000,FDRI-M-FLO-0225-001,"20075",,,7788.0,,,Excellent,,false,,0,,Wallingford,0,"NivuFlow Stick NFS03T  Art Number: CSM-V1D0K3001P   NivuFlow Stick, complete mobile measurement system for discharge measurement in watercourses: Transmitter: Type NFS0MU. Power supply: 8x rechargeable batteries type AA (included in delivery) or battery. Measuring rod: 3-piece rod of Aluminium, 1.60m total length; incl. smartphone holder and spirit level for alignment. Wedge sensor: Type CSM-V1D0K3001P. Flow velocity sensor with pressure cell for discharge measurement using cross correlation technology.",1,Fixed,Nivu,Flow Stick,,,,,,,,,,,,,,,,
117,Flow Stick Carry Case,,,"09191",2025-02-03 00:00:00.000,FDRI-M-FLO-0225-002,"20075",,,690.8,,,Excellent,,false,,0,,Wallingford,0,"Carry case with wheels and foam insert for storage and transport of the NivuFlow Stick, 3-section pole; Case without device; Outer dimensions (LxWxH): 989x415x157 mm",1,Fixed,Nivu,,,,,,,,,,,,,,,,,
118,Flow Stick Telescopic Rod,,,"09191",2025-02-03 00:00:00.000,FDRI-M-FLO-0225-003,"20075",,,316.8,,,Excellent,,false,,0,,Wallingford,0,ZUB0GST3900 Telescope rod with snap closure and sensor adapter CSM-D. Rod extendable from 210 cm to 390 cm.,1,Fixed,,,,,,,,,,,,,,,,,,
119,Flow Stick Clamp for Transmitter,,,"09191",2025-02-03 00:00:00.000,FDRI-M-FLO-0225-004,"20075",,,189.2,,,Excellent,,false,,0,,Wallingford,0,NFS0ZMUHAL  Clamp for attaching the NFS transmitter to the rod type ZUB0GST,2,Fixed,Nivus,,,,,,,,,,,,,,,,,
120,Flowstick Smartphone Holder,,,"09191",2025-02-03 00:00:00.000,FDRI-M-FLO-0225-005,"20075",,,140.8,,,Excellent,,false,,0,,Wallingford,0, ZUB0SPHAL  Smartphone holder for attachment to the pole type ZUB0GST,1,Fixed,,,,,,,,,,,,,,,,,,
121,Flow Stick Extension Cable,,,"09191",2025-02-03 00:00:00.000,FDRI-M-FLO-0225-006,"20075",,,193.6,,,Excellent,,false,,0,,Wallingford,0,"Sensor extension cable for usage of telescopic rod: ZUB0KKPVER05  Cable extension with connectors on both sides for passive cross correlation sensors type CSM, CSM-D and CSP for connection to NFM-750 or NFS. Cable length: 5m. The maximum permissible total cable length (sensor cable + cable extension) is 20m.",1,Fixed,Nivus,,,,,,,,,,,,,,,,,
122,Nivu Flow Stick Transmitter, 2451NFS0307,,"09191",2025-02-03 00:00:00.000,FDRI-M-FLO-0225-007,"20075",,,,,,Excellent,,false,,0,,Wallingford,0,Art Number: NFS03T,1,Fixed,Nivu,Flow Stick Transmitter,,,,,,,,,,,,,,,,
134,CS451 PRESSURE SENSOR ST/ST C/W 100 METRE (328 FEET) CABLE 2.9 PSIG,"20012922",,"09191",2025-03-11 00:00:00.000,FDRI-F-DAT-0225-011,"20746",,,1463.7,,,Excellent,,false,,0,,SE-SVTRP-01-WL,0,Price excluding VAT,1,Field site infrastructure,Campbell,CS451-2.9psig,,,,,,,,,,,,,,,,
143,Datalogger,"70679","41842","09191",2025-02-03 00:00:00.000,FDRI-F-DAT-0225-002,"20746",,,1668.55,,,Excellent,,false,,0,,SE-SVTRP-01-WL,0,PN: 41842  Price excluding VAT,1,Field site infrastructure,Campbell Scientific US,CR1000Xe,"1000Xe",OS 8.01,,,,,,,,,,,,,,
145,Polycarbonate clear tube,,,"09191",2025-03-13 00:00:00.000,FDRI-M-TUB-0325-001,"40543",,,208.31,,,Excellent,,false,,0,,Wallingford,0,Polycarbonate clear tube for testing pressure transducers,1,Fixed,,,,,,,,,,,,,,,,,,
147,Pi Cam Module 3,,,"09191",,,,,,,,,,,false,,0,,Wallingford,0,,1,Fixed,,,,,,,,,,,,,,,,,,
148,Pi Camera Module 3,,,"09191",2025-03-10 00:00:00.000,,,,,23.4,,,Excellent,,false,,0,,Wallingford,0,,1,Consumable,,,,,,,,,,,,,,,,,,
149,DJI Matrice 4 Thermal,"1581F7K3C24C400A2K81",,"09191",2025-03-13 00:00:00.000,FDRI-M-DRO-0325-001,"21113",,,5530.55,,,Excellent,,false,,0,,Wallingford,0,£5530.55 - Total cost of Drone including controller,1,Fixed,,DJI Matrice 4 Thermal,,,,,,,,,,,,,,,,
150,DJI Matrice 4 Thermal-Controller,"9N9CN1C0011ZAT",,"09191",2025-03-13 00:00:00.000,FDRI-M-DRO-0325-002,"21113",,,5530.55,,,Excellent,,false,,0,,Wallingford,0,£5530.55 - Total cost of Drone including controller,1,Fixed,,DJI Matrice 4 Thermal-Controller,,,,,,,,,,,,,,,,
151,H30T Standalone,"6WHDM8Q002PP4H",,"09191",2025-03-13 00:00:00.000,FDRI-M-DRO-0325-003,"21113",,,10260.0,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,H30T Standalone,,,,,,,,,,,,,,,,
152,DJI Matrice 4 Series Battery,,,"09191",2025-03-13 00:00:00.000,,"21113",,,936.0,,,Excellent,,false,,0,,Wallingford,0,,6,Consumable,,,,,,,,,,,,,,,,,,
158,Datalogger,"70677","41842","09191",2025-02-03 00:00:00.000,FDRI-F-DAT-0225-003,"20746",,,1668.55,,,Excellent,,false,,0,,Wallingford,0,Price excluding VAT,1,Fixed,Campbell Scientific US,CR1000Xe,"1000Xe",,,,,,,,,,,,,,,
159,Datalogger,"70681","41842","09191",2025-02-03 00:00:00.000,FDRI-F-DAT-0225-004,"20746",,,1668.55,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,Campbell Scientific US,CR1000Xe,"1000Xe",,,,,,,,,,,,,,"1st May 2025- Borrowed by WP2-Lewis",
160,Datalogger,"70682","41842","09191",2025-02-03 00:00:00.000,FDRI-F-DAT-0225-005,"20746",,,1668.55,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,Campbell Scientific US,CRX1000Xe,"1000Xe",,,,,,,,,,,,,,,
161,Datalogger, 70675,"41842","09191",2025-03-03 00:00:00.000,FDRI-F-DAT-0225-006,"20746",,,1668.55,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,Campbell Scientific US,CRX1000Xe,"1000Xe",,,,,,,,,,,,,,,
162,Datalogger, 70676,"41842","09191",2025-02-03 00:00:00.000,FDRI-F-DAT-0225-007,"20746",,,1668.55,,,Excellent,,false,,0,,Wallingford,0,,0,Fixed,Campbell Scientific US,CRX1000Xe,"1000Xe",,,,,,,,,,,,,,,
163,Datalogger, 70678,"41842","09191",2025-02-03 00:00:00.000,FDRI-F-DAT-0225-008,"20746",,,1668.55,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,Campbell Scientific US,CRX1000Xe,"1000Xe",,,,,,,,,,,,,,,
164,Datalogger, 70674,"41842","09191",2025-02-03 00:00:00.000,FDRI-F-DAT-0225-009,"20746",,,1668.55,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,Campbell Scientific US,CRX1000Xe,"1000Xe",,,,,,,,,,,,,,,
165,CR1000XE Datalogger, 70683,"41842","09191",2025-02-03 00:00:00.000,FDRI-F-DAT-0225-010,"20746",,,1668.55,,,Excellent,,false,Logger,0,,SE-CARWE-01-WS,0,,1,Field site infrastructure,Campbell Scientific US,CRX1000Xe,"1000Xe",OS 8.01,,,,,,,,,,,,,,
166,Surfbee Inflatable boat,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-001,"20386",,,17500.0,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
167,Surfbee inflation pump,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-002,"30286",,,,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
168,Surfbee controller,SFS-071,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-003,"20386",,,,,,Excellent,,false,,0,,Wallingford,0,"MK15 5"" screen 5Ghz controller with neck strap.",1,Fixed,,,,,,0,,,,,,,,,,,,
169,Surfbee 1080p FPV camera,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-004,"20386",,,,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
170,Surfbee autopilot,SFS-071,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-005,"20386",,,,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
171,Surfbee External enclosure pod for batteries and autopilot,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-006,"20386",,,,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
172,Surfbee mphard multiport plug,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-007,"20386",,,1500.0,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
173,Surfbee Sontek M9 mount,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-008,"20386",,,350.0,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
174,Surfbee Adapter Sontek PCM,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-009,"20386",,,320.0,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
175,Surfbee Adapter M9 to RS5,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-010,"20386",,,350.0,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
176,Surfbee multiport cable RS5,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-011,"20386",,,350.0,,,Excellent,,false,,0,,Wallingford,0,SURFBEE MPCRS5 PC   Multiport Cable- RS5 GPS ADCP (M8 threaded RS5   GPS plug),0,Fixed,,,,,,0,,,,,,,,,,,,
177,Surfbee Splitter Cable for M9/GPS,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-012,"20386",,,900.0,,,Excellent,,false,,0,,Wallingford,0,Splitter Cable for M9/GPS with Surfbee Multiport   plug,1,Fixed,,,,,,0,,,,,,,,,,,,
178,Surfbee RDI riverpro mount,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-013,"20386",,,350.0,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
179,Surfbee RSI RiverPro  Multiport Cable,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-014,"20386",,,1500.0,,,Excellent,,false,,0,,Wallingford,0,SURFBEE MPCRIVPRO PC   Multiport Cable - RSI RiverPro PMIL-8-FS-IM   Impulse 8 Conductor Female Low Profile Connector   Pigtail,1,Fixed,,,,,,0,,,,,,,,,,,,
180,Surfbee Flowsled,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-015,"20386",,,2000.0,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
181,Surfbee T600 thrusters,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-016,"20386",,,,,,Excellent,,false,,0,,Wallingford,0,,2,Fixed,,,,,,0,,,,,,,,,,,,
182,Surfbee MPCR5LEMO - Multiport cable RS5 GPS ADCP Lemo Connector connector,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-017,"20386",,,380.0,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
183,Surfbee RQW1001 Whale assembly for YSI EXO,,,"09191",2025-03-27 00:00:00.000,FDRI-M-SUR-0325-018,"20386",,,1246.55,,,Excellent,,false,,0,,Wallingford,0,,0,Fixed,,,,,,0,,,,,,,,,,,,
184,WindSonic Stand Mount,,,"09191",,,"10023002",2025-03-20 00:00:00.000,,70.04,,,Excellent,,false,,,,Wallingford,0,WINDSONIC STAND MOUNT,5,Fixed,,,,,,0,,,,,,,,,,,,
185,WINDSONIC75 GILL ULTRASONIC ANE 10M,"2510003",,"09191",,,"10023002",,,959.48,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
186,WINDSONIC75 GILL ULTRASONIC ANE 10M,"2510004",,"09191",,,"10023002",,,959.48,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
187,WINDSONIC75 GILL ULTRASONIC ANE 10M,"251002",,"09191",,,"10023002",,,,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
188,WindSonic 75 Ultrasonic Anemometer,"25150001",,"09191",,,"10023002",,,959.48,,,Excellent,,false,Other,0,,SE-CARWE-01-WS,0,Gill Wind Sonic 75 Ultrasonic Anemometer,1,Field site infrastructure,Gill,WindSonic 75,,,,0,,,,"2m",,"20cm",,,,Cleaning of ultrasonic sensor faces,,
189,WINDSONIC75 GILL ULTRASONIC ANE 10M,"25150005",,"09191",,,"10023002",,,959.48,,,Excellent,,false,,0,,Wallingford,0,,1,Fixed,,,,,,0,,,,,,,,,,,,
190,WindSonic Cable,,,"09191",,,,,,,,,,,false,,0,,Wallingford,0,,5,Fixed,,,,,,0,,,,,,,,,,,,
191,Collte with TNC Socket 5m,,,"09191",,,"10022777",,,,,,Excellent,,false,,0,,Wallingford,0,Badland Antenna,2,Fixed,,,,,,0,,,,,,,,,,,,
192,Teros 32,,,"09191",,,"10022998",,,480.0,,,Excellent,,false,,0,,Wallingford,0,,2,Fixed,,,,,,0,,,,,,,,,,,,
193,ENC 16/18 Enclosure,,,"09191",,,"10022999",,,377.4,,,Excellent,,false,,0,,wallingford,0,campbell large enclosure,5,Fixed,,,,,,0,,,,,,,,,,,,
194,LM-ENC-MOUNT-16/18 ENCLOSURE LEG MNT KIT,,,"09191",,,"10022999",,,84.32,,,Excellent,,false,,0,,Wallingford,0,,5,Fixed,,,,,,0,,,,,,,,,,,,
195,"MM-ENC-MOUNT ENC MAST, MOUNTING KIT",,,"09191",,,"10022999",,,59.16,,,Excellent,,false,,0,,Wallingford,0,,5,Fixed,,,,,,0,,,,,,,,,,,,
196,INSERT PUSH FIT for 3.5mm SCREW (100),,,"09191",,,"10022999",,,12.78,,,Excellent,,false,,0,,Wallingford,0,,100,Fixed,,,,,,0,,,,,,,,,,,,
197,"12V VICTRON LITHIUM SUPERPACK LIFEPO4 12.8V100AH BATTERY WITH INTEGRATED BMS AND SAFETYSWITCH (HIGH CURRENT DISCHARGE VERSION)",HQ2415NZ7NF,,"09191",,,"10022299",,,388.4,,,Excellent,,false,Power system,0,,SE-CARWE-01-WS,0,Battery,1,Field site infrastructure,Victron,Lithium Superpack,,,,0,,,,,,"20cm",,,,,,
